#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11
2019,parvoz,qo'nish,NOUN,360,ant,high,0,9,1,9,1,9,0,9,6,9,1,8,7,9,0,10,0,9,1,8,2,9
2020,ta'mirlash,buzish,NOUN,352,ant,high,0,8,1,9,0,8,1,8,0,8,0,8,1,8,0,6,0,9,0,6,6,8
2021,do'zax,jannat,NOUN,49,ant,med,0,10,1,9,1,9,0,9,0,10,1,10,6,8,0,10,2,10,2,2,1,10
2022,kulish,xo'mrayish,VERB,32,ant,med,0,7,5,9,0,7,8,8,2,8,0,2,2,6,0,7,0,6,6,7,3,9
1619,kuydir,pishir,VERB,77,hyp,high,2,5,3,4,6,8,6,7,4,6,6,8,4,6,3,5,3,6,6,7,2,9
2023,yubor,qabul qil,VERB,1622,ant,high,0,8,0,8,0,6,1,7,0,8,1,7,1,8,0,6,0,6,8,8,1,10
2024,vayron qil,qurdir,VERB,17,ant,med,1,10,0,7,1,8,0,7,0,7,2,10,1,8,0,7,0,6,8,7,1,9
2025,kichraytir,kengaytir,VERB,17,ant,med,2,8,0,8,0,7,1,9,0,9,0,8,1,6,1,5,0,4,2,8,1,8
2026,tezlash,sekinlash,VERB,5,ant,low,0,9,0,10,1,8,0,8,0,8,0,8,1,9,0,8,0,9,1,8,1,9
2027,kamaytir,ko'paytir,VERB,2,ant,low,1,9,0,8,1,8,1,7,0,9,1,8,1,9,0,7,0,8,5,9,5,8
914,so'rov,so'roq,NOUN,1466,syn,high,7,9,9,10,8,8,8,9,8,8,7,8,7,9,8,8,9,9,0,7,8,9
1177,yoshartir,kelishtirish,VERB,34,irr,med,4,5,1,3,2,5,3,4,3,4,7,7,1,2,1,2,0,2,1,2,4,6
1981,oddiy,sodda,ADJ,19,syn,med,4,6,5,8,8,8,9,9,8,8,8,9,10,10,4,6,2,6,8,9,8,9
996,bo'linish,birlashish,VERB,299,ant,high,0,7,2,5,1,2,2,4,1,5,2,10,2,9,0,6,0,6,1,8,1,7
1253,og'ir,yengilroq,ADJ,3120,ant,high,2,6,0,9,1,8,0,9,0,9,1,8,3,9,2,9,0,9,2,6,6,8
1379,yengil,og'irroq,NOUN,378,ant,high,1,5,0,6,1,9,0,7,0,8,2,10,2,8,0,7,2,9,2,8,2,9
635,barobar,tengdosh,ADJ,2316,syn,high,2,4,3,5,1,3,2,5,3,6,2,2,6,7,3,4,4,5,5,7,8,9
1718,zovur,suyuqlik,NOUN,272,mer,high,3,6,2,6,4,7,3,5,3,6,3,3,2,5,1,4,0,4,6,5,1,4
1539,gilos,ra'noguldosh,NOUN,100,hyp,high,4,7,4,9,4,6,7,8,6,9,2,8,6,8,3,6,3,7,5,7,1,8
798,me'moriy,arxitekturaviy,ADJ,1,syn,low,10,10,8,9,7,8,9,9,6,8,8,9,9,10,9,10,9,10,8,9,8,8
1836,o'qtal,otish,VERB,9,mer,med,1,3,3,5,3,4,1,4,3,7,1,6,2,6,4,6,1,4,2,8,1,3
1814,g'avvos,okean,NOUN,2,mer,low,3,6,3,9,3,8,3,9,2,8,3,10,2,8,1,6,1,6,2,7,2,8
