#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11,s12,r12
1330,sezish,aniqlashtir,VERB,168,irr,high,2,3,0,1,1,2,1,1,0,2,1,6,1,3,1,3,1,1,2,2,0,2,1,2
1331,sekinlashtir,mo'rtlashtir,VERB,51,irr,high,0,0,0,0,0,1,0,1,2,2,2,2,0,1,1,2,0,1,0,2,0,2,1,6
1332,uqtirish,tekislan,VERB,41,irr,med,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,6,0,1,1,1
1333,yolvor,bildir,VERB,34,irr,med,1,1,0,0,0,1,1,2,0,0,2,4,1,2,0,1,0,6,6,8,0,1,2,2
1334,uyaltir,g'azablantir,VERB,24,irr,med,1,1,0,2,0,2,0,2,1,2,1,6,2,3,0,1,1,5,6,7,0,2,3,6
1335,chizdir,tasvirla,VERB,19,irr,med,5,8,3,5,2,7,5,6,4,8,5,7,3,5,3,5,3,4,5,6,0,1,4,5
1336,gapirtir,uyg'ottir,VERB,17,irr,med,0,0,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,1,2,2,0,2,6,8
1337,kaltaklan,yugurdi,VERB,11,irr,med,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,2,2,0,1,1,2
1338,yanglishtir,yangila,VERB,8,irr,med,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,5,9
1339,o'rnashtir,unittir,VERB,7,irr,med,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,1,2,2,0,1,1,2
1340,to'qnashtir,qo'shiltir,VERB,5,irr,low,2,7,0,0,0,2,0,0,1,2,7,8,1,1,1,3,0,1,0,2,0,2,2,8
1341,mavjlantir,urildi,VERB,3,irr,low,0,0,0,0,0,1,0,1,1,2,1,3,2,2,0,2,0,1,2,6,0,1,6,9
1342,ozaytir,guruhla,VERB,2,irr,low,1,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,1,2,2,0,1,3,8
1343,zo'raytir,kamaytir,VERB,2,irr,low,0,1,0,1,1,2,0,0,2,5,6,7,0,1,0,1,0,1,2,7,0,2,1,2
1344,hayiqtir,suvsiradi,VERB,1,irr,low,0,0,0,0,0,0,2,2,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,1
1345,inontir,ko'rsat,VERB,1,irr,low,0,1,0,0,0,1,1,2,0,1,2,2,2,4,0,2,0,0,2,6,0,1,1,2
1346,sergaklan,qarattir,VERB,1,irr,low,3,5,0,1,0,2,0,1,0,1,1,5,2,4,1,3,1,2,2,6,0,2,3,8
1347,ziynatlantir,sottirdi,VERB,1,irr,low,2,2,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0,1,1,0,2,0,1
1348,quruq,to'la,ADJ,2378,syn-ANT,high,0,7,1,8,1,5,3,9,5,6,0,0,2,10,0,7,0,8,3,5,0,2,1,7
1349,nozik,qalin,ADJ,177,syn-ANT,high,2,9,0,9,0,6,0,4,2,8,2,8,3,2,0,4,0,7,2,7,0,2,5,9
1350,iboli,behayo,ADJ,169,syn-ANT,high,0,7,1,9,0,9,0,8,2,8,3,10,2,9,0,9,8,8,8,5,0,2,1,9
1351,iflos,pokiza,ADJ,97,syn-ANT,high,0,9,0,9,0,9,2,8,0,9,1,9,1,9,0,7,0,10,2,8,0,2,6,9
1352,kichik,yirik,ADJ,87,syn-ANT,high,0,7,0,9,1,6,0,9,1,6,1,9,0,5,4,5,0,8,8,6,0,2,1,8
1353,buzuq,soz,ADJ,86,syn-ANT,high,0,9,0,9,0,8,2,8,0,9,1,9,1,8,0,9,2,9,2,6,0,2,3,8
1354,tiniq,xira,ADJ,85,syn-ANT,high,0,7,0,8,1,8,1,8,2,8,0,9,0,7,1,4,0,6,8,7,0,2,1,8
1355,noyob,yetarli,ADJ,29,syn-ANT,med,2,8,0,4,0,5,0,8,0,5,7,8,0,2,1,5,2,9,2,9,0,2,2,6
1356,kamtar,kibrli,ADJ,24,syn-ANT,med,0,6,0,9,1,9,0,7,0,7,2,10,1,10,0,9,0,8,2,6,0,2,2,6
1357,charchagan,tetik,ADJ,21,syn-ANT,med,1,10,0,9,0,7,0,8,0,9,2,9,1,8,0,8,0,7,2,8,0,2,1,9
1358,nozik,dag'al,ADJ,20,syn-ANT,med,0,6,0,10,1,8,0,9,2,8,1,2,1,8,0,3,0,6,2,8,0,2,4,6
1359,shirin,bemaza,ADJ,19,syn-ANT,med,2,9,1,9,1,7,1,9,0,8,1,9,1,6,0,5,2,8,2,7,0,2,1,9
1360,vafoli,bevafo,ADJ,19,syn-ANT,med,0,9,0,9,0,8,0,9,9,9,2,10,1,10,0,10,0,10,8,7,0,2,1,9
1361,biyron,kamgap,ADJ,18,syn-ANT,med,0,8,1,8,1,8,0,7,0,7,1,8,2,10,1,8,0,6,2,7,0,2,3,8
1362,saxiy,xasis,ADJ,18,syn-ANT,med,0,9,1,9,0,9,0,7,0,9,0,2,2,8,1,8,0,9,2,8,0,2,1,9
1363,zararsiz,zararli,ADJ,12,syn-ANT,med,1,9,0,9,0,8,0,8,0,8,1,8,1,9,0,10,0,9,1,10,0,2,1,9
1364,bemor,salomat,ADJ,12,syn-ANT,med,1,9,0,9,0,8,0,7,0,9,1,9,1,6,0,5,0,8,1,7,0,2,1,9
1365,o'tkir,o'tmas,ADJ,11,syn-ANT,med,1,8,0,9,2,9,0,8,0,9,2,8,1,9,1,9,0,8,6,8,0,2,3,6
1366,kuchli,qo'rqoq,ADJ,11,syn-ANT,med,0,7,0,8,0,7,0,9,1,6,1,9,1,6,1,7,0,4,1,10,0,2,6,6
1367,berk,ochiq,ADJ,11,syn-ANT,med,1,6,0,8,0,8,0,8,2,8,0,9,1,8,1,7,2,9,2,7,0,2,1,9
1368,zolim,rahmdil,ADJ,10,syn-ANT,med,1,8,0,7,0,8,0,7,0,9,1,10,0,6,1,6,2,6,2,6,0,2,6,10
1369,bezarar,zararli,ADJ,10,syn-ANT,med,0,9,1,8,1,7,0,7,0,8,2,10,1,10,0,10,0,8,2,6,0,2,6,8
1370,tentak,aqlli,ADJ,9,syn-ANT,med,0,9,0,9,1,9,0,9,8,8,0,2,1,7,0,8,0,7,1,10,0,2,3,8
1371,madorsiz,tetik,ADJ,9,syn-ANT,med,0,9,0,8,0,9,1,8,0,8,1,9,1,9,1,7,0,9,2,6,0,2,1,9
1372,uzun,kalta,ADJ,9,syn-ANT,med,0,9,1,10,0,8,0,8,2,8,9,9,1,9,1,9,0,9,8,10,0,2,6,6
1373,shirin,bemaza,ADJ,9,syn-ANT,med,1,6,1,10,1,7,0,6,0,8,2,9,1,5,1,4,0,6,2,8,0,2,1,7
1374,sharmsiz,iboli,ADJ,8,syn-ANT,med,0,9,1,8,0,8,0,8,1,8,0,2,1,8,1,5,0,9,3,6,0,2,3,8
1375,hamjihat,tarqoq,ADJ,8,syn-ANT,med,0,4,3,7,0,8,0,7,1,6,2,2,1,5,0,6,0,6,2,6,0,2,6,8
1376,og'ir,yengil,ADJ,8,syn-ANT,med,1,9,0,8,0,8,0,9,0,8,1,9,1,9,0,9,2,9,2,9,0,2,3,8
1377,odobsiz,odobli,ADJ,6,syn-ANT,med,0,8,1,9,0,9,1,9,0,8,1,9,1,10,0,10,2,9,2,7,0,2,1,9
1378,nomussiz,nomusli,ADJ,6,syn-ANT,med,1,9,0,8,0,8,1,9,0,8,0,2,1,10,0,10,0,8,2,6,0,2,1,9
1379,kasal,sog'lom,ADJ,1,syn-ANT,low,2,10,0,9,0,8,0,7,0,8,1,9,1,9,2,8,0,9,2,6,0,2,5,9
1380,g'ururli,g'urursiz,ADJ,1,syn-ANT,low,1,9,0,8,0,8,1,9,0,9,2,10,1,8,0,10,0,9,1,10,0,2,3,7
1381,oriq,semiz,ADJ,1,syn-ANT,low,0,9,1,10,0,9,0,9,2,8,0,8,2,10,1,8,0,9,2,8,0,2,1,9
1382,betoqat,sabrli,ADJ,1,syn-ANT,low,3,10,0,8,1,8,0,8,0,9,2,10,1,8,1,7,0,9,8,8,0,2,1,9
1383,chidamli,sabrsiz,ADJ,1,syn-ANT,low,0,6,1,8,1,7,0,4,0,7,2,10,2,10,0,6,0,5,1,4,0,2,3,8
1384,jang,tinchlik,NOUN,2998,syn-ANT,high,0,4,0,8,0,6,0,8,0,9,2,10,0,2,0,8,1,6,6,7,0,2,1,6
1385,navqiron,qarilik,NOUN,1640,syn-ANT,high,3,10,0,8,1,9,0,8,0,9,1,9,1,8,0,6,0,4,2,6,0,2,1,9
1386,tarix,kelajak,NOUN,1476,syn-ANT,high,1,9,1,9,0,9,0,9,0,9,2,2,0,0,1,9,1,10,2,5,0,2,1,8
1387,yutqazish,g'alaba,NOUN,1383,syn-ANT,high,1,9,1,9,0,9,2,7,0,9,1,10,2,10,1,7,0,10,2,6,0,2,3,8
1388,pastlash,yuqorilash,NOUN,1337,syn-ANT,high,1,7,1,9,1,8,1,8,0,9,1,9,8,9,0,7,0,9,2,7,0,2,2,8
1389,bo'laklash,birlashtirish,NOUN,1268,syn-ANT,high,1,9,1,8,0,7,0,7,2,8,2,10,1,4,1,7,0,4,2,7,0,2,1,9
1390,kasallik,sog'lik,NOUN,1262,syn-ANT,high,2,9,2,10,1,8,0,8,0,9,1,3,2,9,0,9,0,9,2,8,0,2,1,10
1391,sayohatchi,qo'nim,NOUN,1231,syn-ANT,high,1,9,0,7,1,6,2,8,3,4,5,6,2,5,1,5,0,6,7,5,0,2,1,7
1392,yaxshilik,razillik,NOUN,1096,syn-ANT,high,0,8,0,10,1,4,0,9,0,7,1,9,1,10,1,9,0,10,2,8,0,2,1,9
1393,tug'ilish,vafot,NOUN,706,syn-ANT,high,0,10,0,9,0,9,0,9,2,8,1,8,0,10,0,10,0,10,2,8,0,2,1,10
1394,jilmayish,yig'lash,NOUN,404,syn-ANT,high,0,7,1,9,0,7,0,2,0,9,1,9,1,8,0,6,0,7,2,5,0,2,1,8
1395,tamomlash,boshlash,NOUN,401,syn-ANT,high,0,9,0,9,0,8,0,9,0,9,1,9,2,8,0,8,0,10,2,8,0,2,6,8
1396,birdamlik,torqoqlik,NOUN,384,syn-ANT,high,0,7,0,9,1,8,0,7,0,9,1,9,1,8,1,6,0,7,2,8,0,2,1,9
1397,parvoz,qo'nish,NOUN,360,syn-ANT,high,0,9,1,9,1,9,0,9,6,9,1,8,7,9,0,10,0,9,1,8,0,2,2,9
1398,ta'mirlash,buzish,NOUN,352,syn-ANT,high,0,8,1,9,0,8,1,8,0,8,0,8,1,8,0,6,0,9,0,6,0,2,6,8
1399,do'zax,jannat,NOUN,49,syn-ANT,med,0,10,1,9,1,9,0,9,0,10,1,10,6,8,0,10,2,10,2,2,0,2,1,10
1400,kulish,xo'mrayish,NOUN,32,syn-ANT,med,0,7,5,9,0,7,8,8,2,8,0,2,2,6,0,7,0,6,6,7,0,2,3,9
1401,kuydir,pishir,VERB,77,hyp,high,2,5,3,4,6,8,6,7,4,6,6,8,4,6,3,5,3,6,6,7,3,5,2,9
1402,yubor,qabul qil,VERB,1622,syn-ANT,high,0,8,0,8,0,6,1,7,0,8,1,7,1,8,0,6,0,6,8,8,0,2,1,10
1403,vayron qil,qurdir,VERB,17,syn-ANT,med,1,10,0,7,1,8,0,7,0,7,2,10,1,8,0,7,0,6,8,7,0,2,1,9
1404,kichraytir,kengaytir,VERB,17,syn-ANT,med,2,8,0,8,0,7,1,9,0,9,0,8,1,6,1,5,0,4,2,8,7,9,1,8
1405,tezlash,sekinlash,VERB,5,syn-ANT,low,0,9,0,10,1,8,0,8,0,8,0,8,1,9,0,8,0,9,1,8,0,2,1,9
1406,kamaytir,ko'paytir,VERB,2,syn-ANT,low,1,9,0,8,1,8,1,7,0,9,1,8,1,9,0,7,0,8,5,9,0,2,5,8
1407,so'rov,so'roq,NOUN,1466,syn,high,7,9,9,10,8,8,8,9,8,8,7,8,7,9,8,8,9,9,0,7,8,9,8,9
1408,yoshartir,kelishtirish,VERB,34,irr,med,4,5,1,3,2,5,3,4,3,4,7,7,1,2,1,2,0,2,1,2,0,2,4,6
1409,oddiy,sodda,ADJ,19,syn,med,4,6,5,8,8,8,9,9,8,8,8,9,10,10,4,6,2,6,8,9,8,8,8,9
1410,bo'linish,birlashish,NOUN,299,ant,high,0,7,2,5,1,2,2,4,1,5,2,10,2,9,0,6,0,6,1,8,0,2,1,7
1411,og'ir,yengilroq,ADJ,3120,ant,high,2,6,0,9,1,8,0,9,0,9,1,8,3,9,2,9,0,9,2,6,0,2,6,8
1412,yengil,og'irroq,NOUN,378,ant,high,1,5,0,6,1,9,0,7,0,8,2,10,2,8,0,7,2,9,2,8,0,2,2,9
1413,barobar,tengdosh,ADJ,2316,syn,high,2,4,3,5,1,3,2,5,3,6,2,2,6,7,3,4,4,5,5,7,7,8,8,9
1414,zovur,suyuqlik,NOUN,272,mer,high,3,6,2,6,4,7,3,5,3,6,3,3,2,5,1,4,0,4,6,5,3,4,1,4
1415,gilos,ra'noguldosh,NOUN,100,hyp,high,4,7,4,9,4,6,7,8,6,9,2,8,6,8,3,6,3,7,5,7,4,5,1,8
1416,me'moriy,arxitekturaviy,ADJ,1,syn,low,10,10,8,9,7,8,9,9,6,8,8,9,9,10,9,10,9,10,8,9,7,8,8,8
1417,o'qtal,otish,VERB,9,mer,med,1,3,3,5,3,4,1,4,3,7,1,6,2,6,4,6,1,4,2,8,3,5,1,3
1418,g'avvos,okean,NOUN,2,mer,low,3,6,3,9,3,8,3,9,2,8,3,10,2,8,1,6,1,6,2,7,3,4,2,8
