ID,Word-1,Word-2,Relation,POS,sim_avg,rel_avg,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
1934,zanjabil,xayvonot,irr,NOUN,0.82,1.27,2,0,0,0,0,1,1,0,0,3,2,3,1,0,0,0,2,1,0,0,3,4
1935,muttahamlik,ojiza,irr,NOUN,0.45,0.82,0,0,0,1,0,1,0,0,0,2,1,0,0,0,2,0,2,1,0,0,2,2
1936,qumursqa,dalalar,irr,NOUN,0.82,2.09,0,0,0,0,3,1,2,0,0,2,1,1,1,1,1,3,2,1,1,3,5,4
1937,g'avvos,mashq,irr,NOUN,0.91,2.27,1,0,1,2,1,1,0,0,0,2,2,5,3,2,2,2,2,2,1,1,1,4
1938,sarhad,yo'llar,irr,NOUN,0.55,1.82,1,0,0,0,1,1,1,0,0,1,1,3,1,1,1,2,4,2,2,1,1,2
1939,ehson,tarbiya,irr,NOUN,0.55,1.00,2,0,0,0,0,1,1,0,0,2,0,4,0,0,0,1,0,1,1,0,2,2
1940,go'shtxo'r,semiz,irr,NOUN,1.18,2.82,2,2,0,0,3,1,1,0,1,2,1,5,5,3,1,4,2,1,3,3,2,2
1941,mojarochi,shartnoma,irr,NOUN,0.09,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1
1942,qadah,pichoq,irr,NOUN,0.73,2.18,0,2,0,0,1,0,1,0,0,1,3,2,2,1,1,3,2,3,1,3,4,2
1943,tanavor,sahna,irr,NOUN,1.64,5.36,2,3,2,3,0,2,2,0,1,2,1,7,3,4,6,7,6,4,3,5,7,7
1944,to'ppi,osmon,irr,NOUN,0.55,1.27,0,0,0,1,0,1,1,0,0,1,2,1,0,1,0,1,2,3,1,2,1,2
1945,qoldir,tugatdi,irr,VERB,0.64,1.09,0,0,0,1,0,2,1,1,1,0,1,0,0,1,1,1,2,1,1,1,2,2
1946,rag'batlantir,xaqoratla,irr,VERB,0.73,1.45,1,0,0,2,0,0,1,0,1,2,1,1,1,1,2,2,1,1,1,2,3,1
1947,obodonlashtir,tezlashtir,irr,VERB,0.73,1.09,2,0,0,0,0,1,2,0,0,1,2,3,0,0,1,1,3,2,0,0,2,0
1948,guruhla,kamaytir,irr,VERB,0.55,0.64,0,0,0,2,0,0,1,0,0,2,1,0,0,0,2,1,1,1,0,1,0,1
1949,tezlashtir,uyaltir,irr,VERB,0.27,0.45,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,1
1950,uyg'unlashtir,yakunlash,irr,VERB,0.73,1.55,0,0,0,0,2,1,1,1,0,2,1,3,0,0,0,2,3,2,2,1,2,2
1951,sezish,aniqlashtir,irr,VERB,1.00,1.82,2,0,1,1,0,1,1,1,1,2,1,3,1,2,1,2,0,3,3,1,2,2
1952,sekinlashtir,mo'rtlashtir,irr,VERB,0.55,1.36,0,0,0,0,2,2,0,1,0,0,1,0,0,1,1,2,2,1,2,1,2,3
1953,uqtirish,tekislan,irr,VERB,0.36,0.82,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,0,1,3,1
1954,yolvor,bildir,irr,VERB,0.64,1.73,1,0,0,1,0,2,1,0,0,0,2,1,0,1,2,0,4,2,1,3,3,2
1955,uyaltir,g'azablantir,irr,VERB,0.91,2.64,1,0,0,0,1,1,2,0,1,1,3,1,2,2,2,2,4,3,1,5,2,5
1956,chizdir,tasvirla,irr,VERB,3.82,6.00,5,3,2,5,4,5,3,3,3,5,4,8,5,7,6,8,7,5,5,4,6,5
1957,gapirtir,uyg'ottir,irr,VERB,0.45,0.73,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,2,2,0,1,2,0
1958,kaltaklan,yugurdi,irr,VERB,0.45,0.73,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,2,1,0,0,2,2
1959,yanglishtir,yangila,irr,VERB,0.45,0.27,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,2,0
1960,o'rnashtir,unittir,irr,VERB,0.45,0.73,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,2,1,0,1,2,2
1961,to'qnashtir,qo'shiltir,irr,VERB,0.73,2.18,2,0,0,0,1,1,1,1,0,0,2,1,3,2,4,2,4,1,3,1,2,1
1962,mavjlantir,urildi,irr,VERB,0.73,1.18,0,0,0,0,1,1,2,0,0,2,2,0,0,1,1,2,3,2,2,1,0,1
1963,ozaytir,guruhla,irr,VERB,0.64,1.27,1,0,0,0,0,0,1,0,0,2,3,1,0,0,1,1,2,1,1,1,2,4
1964,zo'raytir,kamaytir,irr,VERB,0.73,2.45,0,0,1,0,2,2,0,0,0,2,1,1,1,2,3,5,5,1,1,1,5,2
1965,hayiqtir,suvsiradi,irr,VERB,0.36,0.64,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,3,1,0,0,0,1
1966,inontir,ko'rsat,irr,VERB,0.73,1.55,0,0,0,1,0,2,2,0,0,2,1,1,0,1,2,1,2,4,2,0,2,2
1967,sergaklan,qarattir,irr,VERB,1.18,2.55,3,0,0,0,0,1,2,1,1,2,3,5,1,2,1,1,5,4,3,2,3,1
1968,ziynatlantir,sottirdi,irr,VERB,0.64,0.73,2,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0,3,1,0,0,1,1
1969,quruq,to'la,ant,ADJ,1.00,8.18,0,1,1,3,0,0,2,0,0,3,1,7,8,10,9,6,10,10,7,8,8,7
1970,nozik,qalin,ant,ADJ,1.27,7.73,2,0,0,0,2,2,3,0,0,2,3,9,9,6,7,8,8,8,7,7,7,9
1971,iboli,behayo,ant,ADJ,1.27,8.55,0,1,0,0,2,3,2,0,2,3,1,7,9,9,8,8,10,9,9,8,8,9
1972,iflos,pokiza,ant,ADJ,0.73,8.73,0,0,0,2,0,1,1,0,0,2,2,9,9,9,8,9,9,9,7,10,8,9
1973,kichik,yirik,ant,ADJ,0.64,7.73,0,0,1,0,1,1,0,3,0,0,1,7,9,6,9,6,9,9,8,8,6,8
1974,buzuq,soz,ant,ADJ,1.00,8.36,0,0,0,2,0,1,1,0,2,2,3,9,9,8,8,9,9,8,9,9,6,8
1975,tiniq,xira,ant,ADJ,0.73,7.64,0,0,1,1,2,0,0,1,0,2,1,7,8,8,8,8,9,7,8,6,7,8
1976,noyob,yetarli,ant,ADJ,1.09,8.45,2,0,0,0,0,3,0,1,2,2,2,8,7,10,8,10,8,8,10,9,9,6
1977,kamtar,kibrli,ant,ADJ,0.73,7.91,0,0,1,0,0,2,1,0,0,2,2,6,9,9,7,7,10,10,9,8,6,6
1978,charchagan,tetik,ant,ADJ,0.64,8.36,1,0,0,0,0,2,1,0,0,2,1,10,9,7,8,9,9,8,8,7,8,9
1979,nozik,dag'al,ant,ADJ,0.91,7.73,0,0,1,0,2,1,1,0,0,2,3,6,10,8,9,8,9,8,7,6,8,6
1980,shirin,bemaza,ant,ADJ,1.09,8.27,2,1,1,1,0,1,1,0,2,2,1,9,9,7,9,8,9,6,10,8,7,9
1981,oddiy,sodda,syn,ADJ,8.45,8.00,9,8,8,9,8,8,10,9,8,8,8,6,8,8,9,8,9,10,6,6,9,9
1982,vafoli,bevafo,ant,ADJ,0.55,9.09,0,0,0,0,1,2,1,0,0,1,1,9,9,8,9,9,10,10,10,10,7,9
1983,biyron,kamgap,ant,ADJ,1.00,7.73,0,1,1,0,0,1,2,1,0,2,3,8,8,8,7,7,8,10,8,6,7,8
1984,saxiy,xasis,ant,ADJ,0.64,8.55,0,1,0,0,0,0,2,1,0,2,1,9,9,9,7,9,9,8,8,9,8,9
1985,zararsiz,zararli,ant,ADJ,0.45,8.82,1,0,0,0,0,1,1,0,0,1,1,9,9,8,8,8,8,9,10,9,10,9
1986,bemor,salomat,ant,ADJ,0.45,8.18,1,0,0,0,0,1,1,0,0,1,1,9,9,8,7,9,9,6,9,8,7,9
1987,o'tkir,o'tmas,ant,ADJ,1.00,8.27,1,0,2,0,0,2,1,1,0,1,3,8,9,9,8,9,8,9,9,8,8,6
1988,kuchli,qo'rqoq,ant,ADJ,0.73,7.64,0,0,0,0,1,1,1,1,0,1,3,7,8,7,9,6,9,6,7,9,10,6
1989,berk,ochiq,ant,ADJ,0.91,7.91,1,0,0,0,2,0,1,1,2,2,1,6,8,8,8,8,9,8,7,9,7,9
1990,zolim,rahmdil,ant,ADJ,0.73,7.55,1,0,0,0,0,1,0,1,2,2,1,8,7,8,7,9,10,6,6,6,6,10
1991,bezarar,zararli,ant,ADJ,0.91,8.27,0,1,1,0,0,2,1,0,0,2,3,9,8,7,7,8,10,10,10,8,6,8
1992,tentak,aqlli,ant,ADJ,0.73,8.27,0,0,1,0,2,0,1,0,0,1,3,9,9,9,9,8,7,7,8,7,10,8
1993,madorsiz,tetik,ant,ADJ,0.64,8.27,0,0,0,1,0,1,1,1,0,2,1,9,8,9,8,8,9,9,7,9,6,9
1994,uzun,kalta,ant,ADJ,0.73,8.82,0,1,0,0,2,1,1,1,0,1,1,9,10,8,8,8,9,9,9,9,10,8
1995,shirin,bemaza,ant,ADJ,0.91,7.64,1,1,1,0,0,2,1,1,0,2,1,6,10,7,6,8,9,9,8,6,8,7
1996,sharmsiz,iboli,ant,ADJ,0.91,8.27,0,1,0,0,1,0,1,1,0,3,3,9,8,8,8,8,9,8,10,9,6,8
1997,hamjihat,tarqoq,ant,ADJ,0.91,7.18,0,3,0,0,1,2,1,0,0,2,1,9,7,8,7,6,7,9,6,6,6,8
1998,og'ir,yengil,ant,ADJ,0.91,8.64,1,0,0,0,0,1,1,0,2,2,3,9,8,8,9,8,9,9,9,9,9,8
1999,odobsiz,odobli,ant,ADJ,0.82,8.82,0,1,0,1,0,1,1,0,2,2,1,8,9,9,9,8,9,10,10,9,7,9
2000,nomussiz,nomusli,ant,ADJ,0.55,9.00,1,0,0,1,0,0,1,0,0,2,1,9,8,8,9,8,9,10,10,8,11,9
2001,kasal,sog'lom,ant,ADJ,1.00,8.36,2,0,0,0,0,1,1,2,0,2,3,10,9,8,7,8,9,9,8,9,6,9
2002,g'ururli,g'urursiz,ant,ADJ,0.82,8.82,1,0,0,1,0,2,1,0,0,1,3,9,8,8,9,9,10,8,10,9,10,7
2003,oriq,semiz,ant,ADJ,0.82,8.82,0,1,0,0,2,0,2,1,0,2,1,9,10,9,9,8,8,10,8,9,8,9
2004,betoqat,sabrli,ant,ADJ,0.82,8.55,3,0,1,0,0,2,1,1,0,0,1,10,8,8,8,9,10,8,7,9,8,9
2005,chidamli,sabrsiz,ant,ADJ,0.91,8.18,0,1,1,0,0,2,2,0,0,1,3,6,8,7,10,7,10,10,6,9,9,8
2006,jang,tinchlik,ant,NOUN,0.55,8.00,0,0,0,0,0,2,0,0,1,2,1,10,8,6,8,9,10,10,8,6,7,6
2007,navqiron,qarilik,ant,NOUN,0.82,8.36,3,0,1,0,0,1,1,0,0,2,1,10,8,9,8,9,9,8,6,10,6,9
2008,tarix,kelajak,ant,NOUN,0.82,8.91,1,1,0,0,0,2,0,1,1,2,1,9,9,9,9,9,10,7,9,10,9,8
2009,yutqazish,g'alaba,ant,NOUN,1.18,8.73,1,1,0,2,0,1,2,1,0,2,3,9,9,9,7,9,10,10,7,10,8,8
2010,pastlash,yuqorilash,ant,VERB,0.91,8.18,1,1,1,1,0,1,1,0,0,2,2,7,9,8,8,9,9,9,7,9,7,8
2011,bo'laklash,birlashtirish,ant,VERB,1.00,7.91,1,1,0,0,2,2,1,1,0,2,1,9,8,7,7,8,10,7,7,8,7,9
2012,kasallik,sog'lik,ant,NOUN,1.00,9.00,2,2,1,0,0,1,2,0,0,2,1,9,10,8,8,9,10,9,9,9,8,10
2013,sayohatchi,qo'nim,ant,NOUN,1.36,7.36,1,0,1,2,3,1,2,1,0,3,1,9,7,6,8,8,6,7,8,6,9,7
2014,yaxshilik,razillik,ant,NOUN,0.64,8.73,0,0,1,0,0,1,1,1,0,2,1,8,10,7,9,7,9,10,9,10,8,9
2015,tug'ilish,vafot,ant,NOUN,0.55,9.18,0,0,0,0,2,1,0,0,0,2,1,10,9,9,9,8,8,10,10,10,8,10
2016,jilmayish,yig'lash,ant,NOUN,0.55,7.82,0,1,0,0,0,1,1,0,0,2,1,7,9,7,9,9,9,8,6,7,7,8
2017,tamomlash,boshlash,ant,NOUN,0.45,8.64,0,0,0,0,0,1,2,0,0,2,0,9,9,8,9,9,9,8,8,10,8,8
2018,birdamlik,torqoqlik,ant,NOUN,0.64,7.91,0,0,1,0,0,1,1,1,0,2,1,7,9,8,7,9,9,8,6,7,8,9
2019,parvoz,qo'nish,ant,NOUN,0.82,8.91,0,1,1,0,2,1,1,0,0,1,2,9,9,9,9,9,8,9,10,9,8,9
2020,ta'mirlash,buzish,ant,NOUN,0.36,7.82,0,1,0,1,0,0,1,0,0,0,1,8,9,8,8,8,8,8,6,9,6,8
2021,do'zax,jannat,ant,NOUN,1.00,9.45,0,1,1,0,0,1,3,0,2,2,1,10,9,9,9,10,10,8,10,10,9,10
2022,kulish,xo'mrayish,ant,VERB,1.18,7.45,0,2,0,2,2,0,2,0,0,3,2,7,9,7,8,8,8,6,7,6,7,9
2023,yubor,qabul qil,ant,VERB,0.55,7.36,0,0,0,1,0,1,1,0,0,2,1,8,8,6,7,8,7,8,6,6,8,9
2024,vayron qil,qurdir,ant,VERB,0.64,7.82,1,0,1,0,0,2,1,0,0,1,1,10,7,8,7,7,10,8,7,6,7,9
2025,kichraytir,kengaytir,ant,VERB,0.73,8.09,2,0,0,1,0,0,1,1,0,2,1,8,8,7,9,9,8,6,8,10,8,8
2026,tezlash,sekinlash,ant,VERB,0.36,8.55,0,0,1,0,0,0,1,0,0,1,1,9,10,8,8,8,8,9,8,9,8,9
2027,kamaytir,ko'paytir,ant,VERB,0.64,8.18,1,0,1,1,0,1,1,0,0,2,0,9,8,8,7,9,8,9,7,8,9,8
